e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_CountLineBlank,m_AvgCyclomatic,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLineCode,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountStmt,md_SumCyclomaticModified,bug
6.142037,1.386294,4.343805,1.791759,1.386294,1.098612,0.693147,1.098612,1.386294,1.098612,1.098612,1.098612,1.098612,1.386294,1.386294,4.043051,1.098612,2.890372,1.386294,1.098612,2.197225,0.693147,4.343805,0.693147,1.94591,1.098612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
5.590987,3.988984,5.010635,2.397895,1.791759,1.386294,1.386294,1.94591,2.079442,1.098612,1.098612,1.098612,1.94591,2.197225,3.178054,4.304065,1.386294,4.248495,2.890372,1.386294,3.367296,1.386294,5.010635,0.693147,3.258097,1.94591,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,,0
4.736198,1.94591,3.465736,0.693147,0.693147,0.0,0.0,0.0,2.079442,0.0,0.0,0.0,0.0,0.693147,0.0,2.484907,0.0,2.639057,0.0,0.0,2.484907,0.0,3.465736,0.693147,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1
5.556828,3.526361,6.415097,3.433987,2.944439,1.94591,3.637586,4.143135,4.290459,1.098612,1.098612,1.098612,4.330733,4.744932,4.770685,4.795791,2.564949,6.040255,4.65396,1.94591,5.141664,3.433987,6.415097,1.098612,5.389072,4.143135,0.0,0.0,1.098612,1.098612,0.0,0.0,0.0,1.609438,1.609438,2.639057,1.386294,0.0,3.295837,2.397895,0.0,2.079442,0.0,3.465736,2.70805,1.098612,1
5.288267,1.098612,4.718499,2.079442,1.386294,1.386294,1.791759,1.791759,1.791759,0.693147,0.693147,0.693147,1.791759,1.94591,2.302585,4.276666,1.386294,3.583519,2.197225,1.386294,2.564949,1.386294,4.718499,0.693147,2.70805,1.791759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.556828,3.135494,6.461468,3.401197,1.609438,2.079442,3.526361,4.094345,4.248495,1.098612,1.098612,1.098612,4.158883,4.488636,4.844187,5.181784,2.197225,5.978886,4.70953,2.079442,4.941642,3.218876,6.463029,0.693147,5.293305,4.094345,0.0,1.098612,1.098612,1.098612,0.0,0.0,0.0,1.098612,1.098612,1.098612,2.564949,0.0,2.197225,1.098612,0.0,1.098612,1.098612,3.135494,1.609438,1.098612,0
4.976734,2.833213,4.762174,1.386294,1.098612,0.693147,1.791759,1.791759,2.397895,0.693147,0.693147,0.693147,1.791759,2.079442,1.609438,4.394449,0.693147,3.295837,1.386294,0.693147,2.397895,1.791759,4.762174,0.693147,2.397895,1.791759,0.0,0.693147,0.693147,1.098612,0.0,0.0,0.0,0.693147,1.098612,0.693147,2.302585,0.0,1.791759,0.693147,0.0,1.098612,0.693147,2.833213,1.386294,0.693147,1
5.55296,0.693147,4.927254,2.833213,2.302585,1.609438,1.386294,1.94591,2.397895,1.098612,1.098612,1.098612,1.94591,2.397895,2.995732,4.248495,1.609438,4.094345,2.772589,1.609438,3.135494,1.386294,4.927254,0.693147,3.258097,1.94591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147,0.0,0.0,0.693147,0.693147,0.0,0.0,0.0,0.693147,0.693147,0.0,0
5.288267,1.94591,4.60517,1.098612,1.098612,0.693147,1.609438,1.609438,2.484907,0.693147,0.693147,0.693147,1.609438,2.484907,0.0,4.248495,0.693147,2.995732,0.0,0.693147,2.890372,1.609438,4.60517,0.693147,2.484907,1.609438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
4.290459,2.833213,4.394449,1.098612,1.098612,0.693147,0.693147,0.693147,1.609438,0.693147,0.693147,0.693147,0.693147,1.386294,0.693147,4.110874,0.693147,2.833213,0.693147,0.693147,2.484907,0.693147,4.394449,0.693147,1.609438,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,1.098612,0.693147,1.94591,0.693147,2.302585,0.693147,0.693147,1.94591,0.693147,2.833213,1.386294,0.693147,1
4.219508,1.098612,5.111988,1.791759,1.386294,1.386294,2.302585,2.484907,2.484907,0.693147,0.693147,0.693147,2.484907,2.890372,2.772589,4.465908,1.386294,4.234107,2.772589,1.386294,3.401197,2.302585,5.111988,0.693147,3.496508,2.484907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.941642,1.098612,4.682131,1.098612,0.693147,0.693147,1.609438,1.609438,2.197225,0.693147,0.693147,0.693147,1.609438,0.693147,1.609438,4.369448,0.693147,3.091042,1.609438,0.693147,2.079442,1.609438,4.682131,0.693147,1.791759,1.609438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.288267,1.791759,4.477337,1.791759,1.791759,0.693147,1.386294,1.386294,2.484907,0.693147,0.693147,0.693147,1.386294,2.302585,0.0,4.094345,0.693147,2.890372,0.0,0.693147,2.772589,1.386294,4.477337,0.693147,2.302585,1.386294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
4.736198,1.94591,4.189655,1.791759,0.693147,1.098612,1.098612,1.386294,2.197225,0.693147,0.693147,0.693147,1.386294,1.94591,2.197225,3.178054,1.098612,3.555348,2.079442,1.098612,2.944439,1.098612,4.189655,0.693147,2.639057,1.386294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
4.736198,2.079442,5.545177,2.772589,2.397895,1.609438,2.833213,3.135494,3.610918,0.693147,0.693147,0.693147,3.135494,3.7612,4.043051,3.912023,1.609438,5.147494,3.850148,1.609438,4.158883,2.564949,5.545177,0.693147,4.488636,3.135494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147,0.0,,0.0,0.0,,0.0,,0.0,0.0,1
4.941642,1.098612,4.795791,2.484907,0.693147,0.0,0.0,0.0,2.772589,0.0,0.0,0.0,0.0,2.639057,0.0,4.49981,0.0,2.833213,0.0,0.0,2.70805,0.0,4.795791,0.693147,2.639057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.941642,1.098612,4.955827,1.609438,0.693147,1.386294,1.609438,2.079442,2.639057,0.693147,0.693147,0.693147,2.079442,2.397895,2.890372,4.26268,1.386294,4.077537,2.772589,1.386294,3.091042,1.609438,4.955827,0.693147,3.258097,2.079442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.941642,3.850148,4.189655,1.386294,0.693147,0.0,0.0,0.0,1.609438,0.0,0.0,0.0,0.0,0.693147,0.0,4.025352,0.0,1.94591,0.0,0.0,1.609438,0.0,4.189655,0.693147,0.693147,0.0,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,3.828641,0.0,0.0,0.0,0.0,0.0,0.0,3.850148,0.0,0.0,1
4.219508,1.098612,5.676754,0.693147,0.693147,1.386294,2.484907,2.772589,3.135494,1.098612,1.098612,1.098612,2.772589,2.484907,3.78419,5.003946,1.386294,4.804021,3.583519,1.386294,3.555348,2.079442,5.676754,0.693147,3.850148,2.772589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.288267,1.386294,4.143135,1.609438,1.098612,0.0,0.0,0.0,1.386294,0.0,0.0,0.0,0.0,0.693147,0.0,4.007333,0.0,1.791759,0.0,0.0,1.386294,0.0,4.143135,0.693147,0.693147,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
4.85203,2.639057,5.442418,1.609438,0.693147,0.693147,2.564949,2.564949,3.178054,0.693147,0.693147,0.693147,2.564949,2.772589,2.484907,4.990433,0.693147,4.127134,2.484907,0.693147,3.218876,2.564949,5.442418,0.693147,3.295837,2.564949,0.0,0.693147,0.693147,0.693147,0.0,0.0,0.0,0.693147,0.693147,0.693147,2.197225,0.0,1.609438,0.693147,0.0,0.693147,0.693147,2.639057,1.098612,0.693147,0
4.85203,2.70805,5.273,1.386294,0.0,1.098612,2.079442,2.302585,2.70805,0.693147,0.693147,0.693147,2.302585,2.397895,2.944439,4.787492,1.098612,4.127134,2.772589,1.098612,2.995732,2.079442,5.273,0.693147,3.258097,2.302585,0.0,0.693147,0.693147,1.098612,0.0,0.0,0.0,0.693147,0.693147,0.693147,2.197225,0.0,1.609438,0.693147,0.0,0.693147,0.693147,2.70805,1.098612,0.693147,0
5.823046,1.94591,4.983607,2.197225,0.693147,1.386294,1.609438,2.079442,2.70805,0.693147,0.693147,0.693147,2.079442,2.397895,2.772589,4.304065,1.386294,4.077537,2.639057,1.386294,3.178054,1.609438,4.983607,0.693147,3.178054,2.079442,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,1.386294,0.0,0.0,1.386294,0.0,1.609438,0.693147,0.0,0
4.941642,1.098612,5.225747,2.484907,2.079442,1.609438,1.386294,1.94591,2.772589,1.098612,1.098612,1.098612,1.94591,2.564949,2.564949,4.859812,1.609438,3.7612,2.397895,1.609438,3.044522,1.386294,5.225747,0.693147,3.135494,1.94591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.219508,1.098612,4.442651,0.693147,0.693147,0.693147,0.693147,0.693147,1.791759,0.693147,0.693147,0.693147,0.693147,1.791759,2.079442,3.970292,0.693147,3.332205,1.791759,0.693147,2.397895,0.693147,4.442651,0.693147,2.397895,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0
4.941642,1.098612,4.418841,2.397895,0.693147,0.693147,0.693147,0.693147,1.791759,0.693147,0.693147,0.693147,0.693147,1.098612,0.0,4.204693,0.693147,2.484907,0.0,0.693147,2.079442,0.693147,4.418841,0.693147,1.098612,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.025352,3.044522,5.081404,2.397895,2.197225,1.098612,2.079442,2.302585,2.995732,0.693147,0.693147,0.693147,2.302585,2.70805,2.639057,4.418841,1.098612,4.094345,2.484907,1.098612,3.295837,2.079442,5.081404,0.693147,3.258097,2.302585,0.0,1.098612,1.098612,1.386294,0.0,0.0,0.0,1.098612,1.098612,1.609438,1.94591,0.0,2.484907,1.098612,0.0,1.386294,1.098612,3.044522,1.609438,1.098612,0
5.068904,1.386294,6.411818,3.610918,3.091042,1.94591,3.367296,4.077537,4.077537,1.098612,1.098612,1.098612,4.189655,4.060443,4.762174,5.214936,2.079442,5.908083,4.574711,1.94591,4.718499,3.367296,6.411818,0.693147,5.036953,4.077537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
5.866468,2.833213,5.257495,2.079442,1.791759,2.079442,2.70805,2.890372,2.833213,1.098612,1.098612,1.098612,2.890372,3.091042,3.555348,4.369448,2.079442,4.584967,3.465736,2.079442,3.688879,2.197225,5.257495,0.693147,3.970292,2.890372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.288267,2.397895,4.248495,1.609438,1.386294,0.0,0.0,0.0,2.079442,0.0,0.0,0.0,0.0,0.693147,0.0,4.025352,0.0,2.079442,0.0,0.0,1.791759,0.0,4.248495,0.693147,0.693147,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
4.941642,3.850148,4.94876,2.302585,2.079442,1.098612,1.791759,2.079442,2.833213,0.693147,0.693147,0.693147,2.079442,2.564949,2.302585,4.343805,1.098612,3.89182,2.302585,1.098612,3.178054,1.791759,4.94876,0.693147,3.091042,2.079442,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,3.828641,0.0,0.0,0.0,0.0,0.0,0.0,3.850148,0.0,0.0,1
4.941642,3.850148,4.94876,2.302585,2.079442,1.098612,1.791759,2.079442,2.833213,0.693147,0.693147,0.693147,2.079442,2.564949,2.302585,4.343805,1.098612,3.89182,2.302585,1.098612,3.178054,1.791759,4.94876,0.693147,3.091042,2.079442,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,3.828641,0.0,0.0,0.0,0.0,0.0,0.0,3.850148,0.0,0.0,1
5.70711,1.609438,4.59512,1.791759,1.098612,1.098612,1.098612,1.386294,2.484907,0.693147,0.693147,0.693147,1.386294,1.386294,1.94591,4.143135,1.098612,3.258097,1.791759,1.098612,2.484907,1.098612,4.59512,0.693147,2.197225,1.386294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0
4.532599,4.330733,5.068904,2.397895,2.197225,1.94591,1.386294,2.197225,2.833213,1.098612,1.098612,1.098612,2.197225,2.944439,2.772589,4.094345,1.94591,4.430817,2.70805,1.94591,3.89182,1.386294,5.068904,0.693147,3.496508,2.197225,0.0,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,,1
5.288267,2.944439,6.778785,2.484907,2.397895,2.079442,3.73767,4.26268,4.51086,1.098612,1.098612,1.098612,4.304065,4.65396,4.983607,5.793014,2.197225,6.137727,4.859812,2.079442,5.105945,3.496508,6.779922,0.693147,5.451038,4.26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
5.288267,2.397895,4.248495,1.609438,1.386294,0.0,0.0,0.0,2.079442,0.0,0.0,0.0,0.0,0.693147,0.0,4.025352,0.0,2.079442,0.0,0.0,1.791759,0.0,4.248495,0.693147,0.693147,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
5.288267,2.833213,5.135798,0.693147,0.693147,1.098612,1.791759,2.079442,2.397895,0.693147,0.693147,0.693147,2.079442,2.197225,2.833213,4.543295,1.098612,4.204693,2.639057,1.098612,3.433987,1.791759,5.135798,0.693147,3.091042,2.079442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.142037,3.135494,4.430817,1.791759,0.693147,0.693147,1.098612,1.098612,2.079442,0.693147,0.693147,0.693147,1.098612,1.609438,1.098612,4.094345,0.693147,2.890372,1.098612,0.693147,2.484907,1.098612,4.430817,0.693147,1.94591,1.098612,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
5.288267,2.944439,6.251904,2.484907,2.397895,2.70805,3.332205,4.094345,3.89182,1.386294,1.386294,1.386294,4.143135,4.454347,4.867534,4.356709,2.833213,5.978886,4.736198,2.70805,4.844187,2.944439,6.251904,1.098612,5.293305,4.094345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609438,0.0,0.0,1.609438,0.0,1.609438,0.0,0.0,1
4.941642,1.098612,4.682131,1.098612,0.693147,0.693147,1.609438,1.609438,2.197225,0.693147,0.693147,0.693147,1.609438,0.693147,1.609438,4.369448,0.693147,3.091042,1.609438,0.693147,2.079442,1.609438,4.682131,0.693147,1.791759,1.609438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.941642,3.850148,4.844187,1.609438,1.386294,1.386294,1.386294,1.94591,2.944439,1.098612,1.098612,1.098612,2.079442,1.94591,2.639057,4.158883,1.386294,3.828641,2.564949,1.386294,2.833213,1.386294,4.844187,0.693147,2.944439,1.94591,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,3.828641,0.0,0.0,0.0,0.0,0.0,0.0,3.850148,0.0,0.0,1
4.219508,1.098612,4.624973,0.693147,0.693147,0.693147,1.609438,1.609438,2.484907,0.693147,0.693147,0.693147,1.609438,2.484907,0.0,4.248495,0.693147,3.091042,0.0,0.693147,2.995732,1.609438,4.624973,0.693147,2.484907,1.609438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.941642,1.098612,4.812184,2.197225,1.386294,0.693147,2.197225,2.197225,2.397895,0.693147,0.693147,0.693147,2.197225,2.302585,0.0,4.564348,0.693147,2.890372,0.0,0.693147,2.772589,2.197225,4.812184,0.693147,2.302585,2.197225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.866468,1.098612,5.023881,2.197225,2.079442,1.098612,2.197225,2.302585,3.044522,0.693147,0.693147,0.693147,2.302585,2.639057,2.079442,4.418841,1.098612,3.912023,2.079442,1.098612,3.135494,2.197225,5.023881,0.693147,3.044522,2.302585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.941642,1.098612,5.68358,1.609438,1.609438,1.386294,2.484907,2.772589,3.178054,1.098612,1.098612,1.098612,2.772589,2.484907,3.78419,5.010635,1.386294,4.804021,3.583519,1.386294,3.555348,2.079442,5.68358,0.693147,3.850148,2.772589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.521789,2.302585,4.997212,2.564949,1.609438,0.693147,2.397895,2.397895,2.70805,0.693147,0.693147,0.693147,2.397895,2.484907,0.0,4.744932,0.693147,2.995732,0.0,0.693147,2.890372,2.397895,4.997212,0.693147,2.484907,2.397895,0.0,0.693147,0.693147,0.693147,0.0,0.0,0.0,0.693147,0.693147,0.0,1.791759,0.0,0.693147,0.0,0.0,0.693147,0.693147,2.079442,0.693147,0.693147,0
4.158883,1.609438,4.875197,2.302585,1.791759,1.386294,1.386294,1.94591,2.639057,1.098612,1.098612,1.098612,1.94591,2.197225,2.564949,4.174387,1.386294,3.988984,2.564949,1.386294,3.332205,1.386294,4.875197,0.693147,3.044522,1.94591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.288267,1.098612,4.174387,1.098612,1.098612,0.0,0.0,0.0,1.386294,0.0,0.0,0.0,0.0,0.693147,0.0,4.007333,0.0,2.079442,0.0,0.0,1.791759,0.0,4.174387,0.693147,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.406719,1.098612,6.222576,2.397895,2.197225,2.70805,2.833213,3.73767,3.828641,1.609438,1.609438,1.609438,3.806662,4.406719,4.882802,4.59512,2.833213,5.888878,4.762174,2.70805,4.85203,2.397895,6.222576,0.693147,5.288267,3.73767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.941642,1.098612,5.147494,2.079442,1.609438,0.693147,2.302585,2.302585,2.890372,0.693147,0.693147,0.693147,2.302585,2.484907,2.70805,4.60517,0.693147,4.025352,2.70805,0.693147,3.091042,2.302585,5.147494,0.693147,3.258097,2.302585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.304065,2.079442,3.433987,1.098612,0.693147,0.693147,1.098612,1.098612,1.609438,0.693147,0.693147,0.693147,1.098612,1.386294,1.098612,2.484907,0.693147,2.772589,1.098612,0.693147,2.079442,1.098612,3.433987,0.693147,1.791759,1.098612,0.0,0.693147,0.693147,0.0,0.0,0.0,0.0,0.693147,0.693147,0.693147,1.386294,0.0,1.609438,0.693147,0.0,0.693147,0.693147,2.079442,1.098612,0.693147,1
4.521789,1.098612,5.257495,3.091042,2.639057,1.791759,2.079442,2.302585,2.944439,1.098612,1.098612,1.098612,2.397895,2.70805,3.496508,4.356709,1.791759,4.584967,3.367296,1.791759,3.663562,1.609438,5.26269,0.693147,3.7612,2.302585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.976351,3.496508,5.802118,3.178054,2.833213,1.609438,2.944439,3.332205,3.610918,0.693147,0.693147,0.693147,3.332205,3.7612,4.189655,4.564348,1.609438,5.298317,4.007333,1.609438,4.26268,2.70805,5.802118,0.693147,4.574711,3.332205,0.0,0.0,1.098612,,0.0,0.0,0.0,1.098612,0.0,1.609438,0.0,0.0,2.079442,1.609438,0.0,,0.0,1.94591,1.609438,1.098612,1
5.823046,3.663562,5.587249,1.791759,0.693147,1.098612,2.70805,2.772589,3.258097,0.693147,0.693147,0.693147,2.772589,2.944439,2.944439,5.075174,1.098612,4.418841,2.772589,1.098612,3.433987,2.70805,5.587249,0.693147,3.526361,2.772589,0.693147,1.098612,1.386294,1.098612,0.0,0.0,0.0,1.386294,1.386294,2.079442,2.639057,0.693147,3.091042,1.609438,0.693147,1.94591,1.098612,3.610918,2.079442,1.386294,0
4.941642,3.850148,5.31812,1.94591,1.791759,1.098612,2.197225,2.639057,3.218876,0.693147,1.098612,0.693147,2.944439,2.70805,3.218876,4.65396,1.386294,4.330733,3.218876,1.098612,3.178054,2.197225,5.31812,0.693147,3.663562,2.639057,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,3.828641,0.0,0.0,0.0,0.0,0.0,0.0,3.850148,0.0,0.0,1
6.142037,3.332205,4.644391,1.386294,0.693147,1.098612,1.098612,1.386294,2.079442,0.693147,1.098612,0.693147,1.609438,1.94591,2.302585,4.143135,1.386294,3.555348,1.791759,1.098612,2.890372,1.098612,4.644391,0.693147,2.484907,1.386294,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,1
5.720312,2.564949,5.894403,2.302585,2.079442,2.302585,2.70805,3.401197,3.688879,1.386294,1.386294,1.386294,3.465736,4.043051,4.304065,4.430817,2.397895,5.484797,4.204693,2.302585,4.663439,2.302585,5.894403,0.693147,4.812184,3.401197,0.0,0.0,0.0,0.693147,0.0,0.0,0.0,0.0,0.0,0.693147,0.0,0.0,0.693147,0.693147,0.0,0.0,0.0,1.098612,0.693147,0.0,0
5.288267,1.386294,4.143135,1.609438,1.098612,0.0,0.0,0.0,1.386294,0.0,0.0,0.0,0.0,0.693147,0.0,4.007333,0.0,1.791759,0.0,0.0,1.386294,0.0,4.143135,0.693147,0.693147,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0
4.736198,1.609438,5.26269,2.197225,1.791759,1.609438,1.386294,1.94591,2.772589,1.098612,1.098612,1.098612,1.94591,2.564949,2.772589,4.867534,1.609438,3.89182,2.397895,1.609438,3.178054,1.386294,5.26269,0.693147,3.135494,1.94591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1
4.521789,2.833213,5.241747,2.397895,2.197225,1.386294,2.079442,2.397895,2.833213,0.693147,0.693147,0.693147,2.397895,2.70805,2.944439,4.672829,1.386294,4.204693,2.772589,1.386294,3.367296,2.079442,5.241747,0.693147,3.401197,2.397895,,,,0.0,,,,,,,3.367296,,,,,,,,,,0
5.866468,1.098612,6.222576,2.564949,2.397895,2.70805,2.833213,3.73767,3.828641,1.609438,1.609438,1.609438,3.806662,4.406719,4.882802,4.59512,2.833213,5.888878,4.762174,2.70805,4.85203,2.397895,6.222576,0.693147,5.288267,3.73767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.941642,1.098612,4.488636,1.791759,1.791759,0.693147,0.693147,0.693147,1.791759,0.693147,0.693147,0.693147,0.693147,1.098612,0.0,4.290459,0.693147,2.484907,0.0,0.693147,2.079442,0.693147,4.488636,0.693147,1.098612,0.693147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.941642,1.098612,4.532599,1.94591,0.693147,1.098612,1.098612,1.386294,2.079442,0.693147,0.693147,0.693147,1.386294,1.386294,2.079442,4.127134,1.098612,3.218876,1.791759,1.098612,2.484907,1.098612,4.532599,0.693147,2.197225,1.386294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.549076,2.397895,6.426488,2.995732,2.833213,2.70805,2.890372,3.806662,4.143135,1.609438,1.609438,1.609438,3.871201,4.727388,5.043425,4.770685,2.833213,6.084499,4.882802,2.70805,5.17615,2.484907,6.426488,0.693147,5.497168,3.806662,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0
