project,cls_boot,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc
camel-1.2,RandomForestClassifier(random_state=0)0,3.09443294968359e-05,4.8980164364191835e-05,0.0,-0.004371887046795027,0.007391316814159756,0.0029776886153971825,0.018682336123628632,0.023208683734368844,0.0031131375683904937,0.0016998404397239985,9.161990185213131e-05,1.9840176357170946e-05,1.1022320198428304e-05,0.03083614546123706,0.0077112340085634876,0.0,0.0,3.550563187771249e-05,0.0,0.0007243605331767933
camel-1.2,RandomForestClassifier(random_state=0)1,0.00010044268381119714,-0.008549399005689242,0.0036181894550959904,0.004752633290126731,0.0019061454838709179,0.00021295841000866124,0.010491414770130728,0.014609271679364917,-0.0010268463442653264,0.0015109811427952468,-0.018664128794573652,0.0,0.002406689260125079,0.0016007021076441096,0.010797679576864784,0.0,0.000371733529628262,-0.02140474504308614,0.0023303889093362696,0.008178518697934676
camel-1.2,RandomForestClassifier(random_state=0)2,-0.008012857089045134,-0.0011251242546416274,0.0012463588159279304,-0.004988531428130653,-0.007816817485084736,-0.007029635170058883,0.005136781916901567,0.00631082069216522,-0.008395840605951136,-0.002065209894545079,-0.008797871114335751,0.0,3.4772529701552205e-05,0.01920293080448134,-0.008593789481682691,0.0,-0.0005824303090987116,-0.0016242893852685025,0.0001247121976239818,0.0004078550459334673
camel-1.2,RandomForestClassifier(random_state=0)3,-0.004289813486370165,0.0,0.0013532586688651139,-0.000504590043757287,-0.004285930745154864,-0.002331870342754434,0.015456681357834876,0.02296929346819058,-0.002917255043312541,4.3325429997951304e-05,0.00011802112125973263,4.426278334697109e-05,0.0,0.013461748562299687,0.0038479422495981287,0.0,0.0,-0.0008318654056030583,0.0,-0.0003171796930360982
camel-1.2,RandomForestClassifier(random_state=0)4,2.1269006066075846e-05,-0.009007901668129908,0.002082357420274321,0.011553329665365389,-0.0038196937392570973,-0.0009601081812035028,0.009168967012013782,0.008123798647244378,0.000788132833250601,-0.0012907377864893378,-0.005758089305636118,0.0,-0.0042532807757306125,0.017652981891236333,0.011989665724549275,0.0,-0.0011658360852022521,-0.007981523333520965,-0.0007368886721945467,0.005447055600038739
camel-1.2,RandomForestClassifier(random_state=0)5,0.0,0.0,0.005328141072066299,0.00340444240817122,0.0005581475846635575,0.0,0.047206304103331764,0.046375200418656774,0.0023043634355880372,0.0,0.0009662650232471748,0.0,0.00018604651162790642,0.016048352027149687,0.00612934353485322,0.0,0.0,0.0013137512013255792,0.00018604651162790642,0.0005590089111062779
camel-1.2,RandomForestClassifier(random_state=0)6,0.0010090858332064423,0.0,0.005000258839132576,0.0,0.02265098732398599,0.0006081323430578766,0.02733680657715879,0.028268084755301723,0.017027690706814372,0.0014317968107543865,0.003891296403074733,0.0,0.0,0.011331941800285041,0.016771797641793956,0.0,0.0014020100502512589,0.0006451987909788449,0.00060606060606061,0.002837564501424046
camel-1.2,RandomForestClassifier(random_state=0)7,0.0,0.002620332587424832,0.0,0.0,0.0022447457329647412,0.0,0.007605705391777815,0.012959522467438691,0.0009452271192673667,0.0,0.0017035126816985669,0.0,0.0,0.028619638426022047,0.0035689774927706265,0.0,0.0,0.0,0.0,0.0023912018418698767
camel-1.2,RandomForestClassifier(random_state=0)8,-0.010414516767975642,-0.009292414297189211,0.0,-0.027187964886187882,-0.008498260960418658,-0.00921137207880017,0.004538077699755365,-0.0074674329072282174,-0.01261800022530064,-0.01854710990450077,-0.030142041885014837,-0.022534051328237978,0.0,-0.03175836222382896,-0.0017208164435883156,0.0,-0.031719327246309874,-0.02943516131770188,0.00027429976117434587,0.00031613269298113255
camel-1.2,RandomForestClassifier(random_state=0)9,0.0,0.0,0.0,0.00751098538551771,0.0016159874818540043,0.0,0.011481370043607218,0.005929116552896545,0.0026834189410422527,0.0,0.0003595523774895959,0.0,0.0,0.00018181818181818078,0.026470142360771942,0.0,0.0,0.0007256647807106464,0.002139689563140883,0.010578294405248188
camel-1.2,RandomForestClassifier(random_state=0)10,1.2776696987240044e-05,0.004343037689009255,0.00020779220779223895,-0.0023963013529156017,0.0005933805579114715,3.670128745112411e-05,0.007765283019858638,0.006575554282001938,0.0009781010910058497,0.0021873746169461983,0.0005969819654030495,0.0,0.0036555986649906115,0.06012110478184073,0.0013664323411878199,0.0,0.0,0.001000991637325006,0.0,0.0005979461677402442
camel-1.2,RandomForestClassifier(random_state=0)11,0.0017143278184278588,1.254455104047203e-05,0.0013324298828830815,0.0029324059815894056,0.00337327024230885,0.0032059267884872967,0.01031259237980508,0.00450599577807596,4.471072163103607e-06,0.0026640197842942247,5.689400298573677e-05,2.2406458783081893e-05,3.9567470781163296e-05,0.00511567412472147,0.017707049234100852,0.0,-8.858180529758286e-07,0.00017700130657007042,0.0013243819529894952,0.0008279743108570515
camel-1.2,RandomForestClassifier(random_state=0)12,0.003114642744656062,-0.0008160623160912727,0.012008700532986655,0.005356047682758467,0.000971526428581515,0.0,0.011121205844104925,0.037836831743899284,0.0007990111494371588,0.0018702682238622525,-0.0011157639729002832,0.0,0.002762415424839575,0.01665255258120832,0.0006723168482943276,0.0,-0.01574039072932048,-0.0006166602439023805,0.0006720223029235939,-0.0022848316180496962
