project,cls_boot,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Safe,GaussianNB()3,0.0018124999999999459,0.0031874999999999386,0.0024374999999999414,0.0004374999999999618,-0.0018125000000000658,-0.003437500000000049,-0.005562500000000057,0.019499999999999948,0.032718749999999935,0.01828124999999993,0.03781249999999994,0.02365624999999992,0.04143749999999995,0.00218749999999992,0.02731249999999994,0.02803124999999994,0.019999999999999928,0.02221874999999994,-0.0016875000000000817,-0.0008125000000000692,-6.25000000000897e-05,0.019687499999999938,0.020312499999999966,0.019468749999999955,0.010749999999999926,0.00743749999999995
Safe,GaussianNB()4,0.0005641025641024955,-0.0015897435897436463,-0.001538461538461604,-5.128205128209551e-05,-0.004717948717948786,0.005897435897435832,-0.005282051282051352,0.023487179487179398,0.02441025641025634,0.008999999999999937,0.025435897435897373,0.011435897435897381,0.0334615384615384,0.007307692307692229,0.004743589743589682,0.006641025641025556,0.01341025641025634,0.015769230769230706,0.00851282051282046,0.004307692307692235,0.008307692307692252,0.001333333333333262,0.024897435897435826,0.015948717948717887,0.041358974358974294,-0.0031282051282051837
Safe,GaussianNB()5,0.0007179487179486843,0.0005128205128204976,0.0063076923076922945,0.05702564102564099,0.01410256410256407,0.01446153846153842,0.014923076923076897,0.03923076923076917,0.04366666666666665,0.032487179487179475,0.04356410256410255,0.06638461538461536,0.06269230769230766,0.005025641025641026,0.06797435897435898,0.06025641025641022,0.0675897435897436,0.05033333333333334,0.010871794871794859,0.018512820512820483,0.011025641025640987,0.0017948717948717797,0.02558974358974359,0.03971794871794872,0.03230769230769229,0.03184615384615384
Safe,GaussianNB()6,0.0004615384615384155,0.004974358974358939,-0.0054358974358974695,0.0027179487179486905,-0.0010769230769231085,-0.00041025641025642655,0.00035897435897433547,0.04261538461538457,0.007794871794871772,0.004410256410256346,0.015384615384615347,0.017025641025641004,0.02117948717948716,0.00015384615384612667,0.006794871794871762,0.013948717948717927,0.017538461538461503,0.013974358974358933,-0.004461538461538481,-0.006102564102564125,-0.004410256410256434,-0.0033333333333333613,0.0007179487179486887,0.0025897435897435407,0.0029743589743589285,0.004256410256410219
Safe,GaussianNB()7,-0.001277139208173641,-0.0018901660280970223,-0.0009706257982119704,0.0043933588761175145,-0.00163473818646227,-0.0010727969348658473,-0.002809706257982074,-0.003882503192847975,0.01989782886334614,0.012005108556832718,0.029757343550447034,0.028173690932311653,0.03729246487867181,-0.003882503192847957,0.026871008939974482,0.031775223499361474,0.019872286079182677,0.018748403575989822,-0.0033716475095785015,-0.0013793103448275622,-0.003065134099616822,0.0414048531289911,0.006590038314176296,0.005108556832694821,-0.0009195402298849942,0.0018390804597701437
Safe,GaussianNB()8,0.006927083333333268,0.0055729166666666115,0.0049999999999999515,0.00010416666666662522,0.0036979166666666254,0.01249999999999999,0.005104166666666612,0.019479166666666617,0.01440104166666663,0.013046874999999973,0.021927083333333278,0.02713541666666663,0.03283854166666662,0.011692708333333277,0.015833333333333303,0.025494791666666614,0.024531249999999977,0.022604166666666613,0.0049479166666666075,0.0064583333333332995,0.005104166666666616,0.004374999999999991,0.005859374999999942,0.00494791666666663,0.006380208333333295,0.0027604166666666207
Safe,GaussianNB()9,0.003315508021390414,0.003262032085561546,0.006844919786096307,-0.00684491978609619,5.347593582892163e-05,0.004010695187165844,-0.000588235294117605,0.0014973262032086066,0.0005882352941177072,0.005187165775401113,0.009946524064171172,0.008636363636363682,0.019812834224598962,0.01673796791443854,-0.003181818181818121,0.006818181818181874,0.006898395721925179,0.011550802139037501,-0.003101604278074799,-0.00834224598930478,-0.0020855614973261495,0.014278074866310221,-0.00053475935828871,-0.0015508021390374038,-0.005561497326203169,0.005080213903743341
Safe,GaussianNB()10,0.001687499999999873,0.0016249999999998765,0.0058124999999998915,0.0006249999999999157,0.0019374999999998944,-9.769962616701378e-17,0.0005624999999998925,0.01287499999999989,-0.0003125000000001332,0.004999999999999898,0.006249999999999871,0.004312499999999866,0.008312499999999869,0.0014999999999998881,0.004718749999999878,0.009624999999999866,0.012187499999999872,0.009499999999999864,-1.1102230246251565e-16,0.002249999999999903,0.0033124999999998737,0.033312499999999884,0.00018749999999987388,0.00312499999999988,0.0006874999999998766,0.008093749999999874
Safe,GaussianNB()11,-0.006429512516469087,-0.0027931488801054448,-0.0059025032938076726,0.006218708827404443,-0.007272727272727293,-0.0002635046113307471,-0.010698287220026375,0.0015283267457179895,0.014650856389986755,-0.005612648221343938,0.013227931488801005,0.03009222661396568,0.022555994729907717,0.04097496706192355,0.008748353096179114,0.011936758893280585,0.010092226613965685,0.016732542819499287,-0.0034255599472991305,-0.005744400527009259,-0.002793148880105427,0.0019499341238471324,0.01736495388669296,0.01728590250329374,0.018050065876152793,0.00901185770750982
Safe,GaussianNB()12,0.00114285714285713,-0.00027210884353741084,0.006748299319727877,-0.0009795918367346702,-0.00413605442176872,0.0032653061224489875,-0.00555102040816326,0.004408163265306122,0.00530612244897958,-0.003673469387755106,0.010938775510204075,0.010204081632653064,0.00541496598639454,0.0089251700680272,0.009741496598639455,0.005251700680272084,0.00789115646258502,0.008625850340136045,-0.003646258503401376,-0.0034829931972789074,0.0013061224489795853,0.06579591836734694,-0.0008979591836734624,-8.163265306121659e-05,-0.0009251700680272278,0.0002448979591836764
Safe,GaussianNB()13,0.010760233918128762,0.01374269005847962,0.00982456140350886,-0.0005263157894735926,0.0056725146198831535,0.0037426900584796564,0.003040935672514711,0.026666666666666748,0.013040935672514702,0.016900584795321735,0.022514619883041022,0.022660818713450385,0.020994152046783742,0.016666666666666764,0.01725146198830418,0.02111111111111118,0.017368421052631686,0.018011695906432843,0.005204678362573203,0.0028654970760234864,0.004210526315789566,-0.0008771929824560276,0.002105263157894841,0.00584795321637436,0.008479532163742785,0.00836257309941531
