project,cls_boot,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
EQ,LogisticRegression(random_state=0)15,0.0005816993464052755,6.661338147750939e-17,5.329070518200751e-17,-0.0009003267973855555,0.0032238562091504,0.004857843137254942,0.005614379084967362,7.549516567451065e-17,-0.00044444444444438516,6.217248937900877e-17,0.009418300653594827,7.993605777301127e-17,0.0156258169934641,0.0006029411764706438,0.006645424836601342,0.0077189542483661186,0.01720588235294125,0.008039215686274557,6.661338147750939e-17,-0.0001405228758169308,-0.0004477124183006165,0.0007075163398693452,6.217248937900877e-17,0.02070424836601314,0.04757516339869289,0.07030882352941184,0.00012745098039221414,0.015436274509803982,0.0003284313725490673,0.002745098039215752,2.6645352591003756e-17,-0.0001928104575162637,0.008207516339869336,0.007686274509803965,0.017705882352941266,5.773159728050814e-17,6.661338147750939e-17,-1.6339869280601605e-06,0.0025653594771242183,0.01134150326797393,0.08495751633986934,0.05264869281045758,0.022823529411764756,0.0029918300653595242,0.004709150326797449,-0.0005065359477123588,0.0019215686274510401,5.773159728050814e-17,0.00512745098039221,-3.267973856160289e-06,-0.0017973856209149818,0.01749019607843145,5.329070518200751e-17,4.4408920985006264e-17,4.4408920985006264e-17,0.008763071895424903,0.030331699346405297,4.884981308350689e-17,-0.0016977124183006076,-0.00042647058823522597,5.773159728050814e-17
EQ,LogisticRegression(random_state=0)16,-0.0003875518350578977,3.9968028886505634e-17,3.1086244689504386e-17,0.015888075030035323,0.0011533542611324732,0.011778475371080913,0.0017858388559470395,3.552713678800501e-17,0.004166957330542997,2.2204460492503132e-17,0.027102274929271863,3.9968028886505634e-17,-0.0005627252645041159,-2.7903732124134883e-05,0.0005425725690811767,0.007006937177847585,0.013894508390497252,0.1355253265124211,4.884981308350689e-17,0.0028136263225206903,0.00022788047901412868,9.301244041395762e-05,2.6645352591003756e-17,0.02214781226989114,0.014562647754137159,0.01890322830678608,0.002636902685734266,0.0005611750571639363,0.011290160058907919,-0.00023408130837494046,5.773159728050814e-17,-0.0003069410533658701,0.012269891097934398,0.00681936208967953,0.01788784249893427,3.9968028886505634e-17,3.1086244689504386e-17,-2.0152695422952506e-05,0.005969848467232528,0.02232918652869825,0.0046289191179320665,0.013370538309498943,0.005976049296593455,0.000657287912258302,3.100414680501373e-06,0.013446498469170294,0.014984304150680217,4.4408920985006264e-17,0.0007208464132077896,-8.836181839315671e-05,0.007493702282680359,0.026497694066581465,-4.650622020641038e-06,6.661338147750939e-17,5.329070518200751e-17,0.003802658605588527,-9.301244041387324e-05,-2.7903732124126003e-05,0.0010758438941208847,0.0001767236367864644,6.661338147750939e-17
EQ,LogisticRegression(random_state=0)17,-0.0004953101859469111,1.1990408665951691e-16,1.1990408665951691e-16,0.004179693927925077,0.0004229060391641859,-0.0007256870166199248,0.000972519335198383,1.1546319456101628e-16,0.01195655751193034,1.1102230246251565e-16,0.17871153529702166,1.1102230246251565e-16,0.012547309527727623,-0.0023893368438372997,0.01071910482145809,0.002086555866381534,0.027739015961823373,0.1484120454171467,1.0658141036401502e-16,0.012068454829685805,-0.00016784597663312085,0.004260325818660622,1.1102230246251565e-16,0.03865229554056287,0.04179693927924975,0.013284515385881303,0.02965114365640951,0.015566891558334803,0.003730459108112667,0.003962481487576199,1.1546319456101628e-16,7.24041467830494e-05,0.04037518512423901,1.3164390324269526e-05,-0.0001135428665458793,1.1990408665951691e-16,1.1546319456101628e-16,1.6455487906386069e-06,0.0007618890900116293,-0.0007816356754976805,0.039746585486259776,0.04925950304426536,0.05841204541714671,0.0013509955570183817,0.007875596511436673,0.001913773243376764,-0.0005134112226426391,1.1102230246251565e-16,0.01621523778180034,-1.8101036695621353e-05,0.007974329438867955,0.03173111732762887,1.021405182655144e-16,1.0658141036401502e-16,1.2434497875801754e-16,0.012659206845483056,0.008109264439690738,1.1546319456101628e-16,1.1546319456101628e-16,0.00013987164719445833,1.2878587085651815e-16
EQ,LogisticRegression(random_state=0)18,0.007117647058823539,3.9968028886505634e-17,1.7763568394002505e-17,0.0010277777777778097,0.04278267973856211,0.00031535947712419966,0.003949346405228802,1.3322676295501878e-17,0.0029362745098039334,1.7763568394002505e-17,0.007267973856209151,2.6645352591003756e-17,0.004145424836601328,0.009120915032679738,0.049668300653594816,0.013581699346405234,0.0017467320261437891,0.036790849673202626,8.881784197001253e-18,0.0009444444444444678,0.0016127450980392588,0.0012418300653594906,1.7763568394002505e-17,0.02241339869281047,0.01455392156862748,0.17831045751633987,0.0019444444444444374,0.002285947712418319,0.003263071895424838,0.01489379084967323,4.884981308350689e-17,-0.0001388888888888795,0.10536601307189546,0.00948202614379087,0.08624346405228764,3.552713678800501e-17,2.6645352591003756e-17,1.143790849674975e-05,0.002795751633986967,0.01751633986928105,0.02029248366013073,0.03246895424836604,0.017952614379084998,0.00017483660130720224,0.009640522875816999,0.009599673202614376,-7.6797385620897e-05,3.552713678800501e-17,0.003665032679738598,0.00010130718954252326,0.0022336601307189775,0.0047924836601307376,3.552713678800501e-17,1.3322676295501878e-17,9.80392156864518e-06,0.0033986928104575444,0.003759803921568645,4.884981308350689e-17,0.0024869281045751678,0.0008349673202614749,3.1086244689504386e-17
EQ,LogisticRegression(random_state=0)19,0.007225806451612891,-8.881784197001253e-18,-2.2204460492503132e-17,0.020401612903225796,0.006177419354838691,-0.0007483870967742057,-0.00019677419354839908,-2.2204460492503132e-17,0.03594516129032255,-3.1086244689504386e-17,0.00894838709677416,-2.2204460492503132e-17,0.006087096774193545,0.000291935483870942,0.02574354838709674,0.01482419354838707,0.008898387096774174,0.22655483870967738,-1.7763568394002505e-17,0.03252741935483869,-0.0008419354838709969,7.096774193545041e-05,-2.6645352591003756e-17,-9.354838709677792e-05,0.0024080645161290094,0.14610645161290325,0.0041435483870967535,0.018880645161290316,0.004701612903225781,0.0027903225806451414,-8.881784197001253e-18,0.00420806451612902,0.07881612903225804,0.00407419354838709,0.04120483870967741,-3.225806451623292e-06,-2.2204460492503132e-17,1.1290322580652657e-05,0.002687096774193516,-0.0002483870967742119,-0.0012451612903226295,0.0006080645161290254,0.022429032258064495,0.010306451612903205,-0.0009258064516129228,0.0053725806451612665,0.015016129032258053,-8.881784197001253e-18,0.0040338709677419345,0.0001370967741935125,-0.00033225806451615104,0.002509677419354803,-3.225806451632174e-06,-2.6645352591003756e-17,-3.225806451618851e-06,0.03605967741935479,0.04071774193548385,4.838709677383868e-06,0.008738709677419333,-0.00022258064516130993,-3.552713678800501e-17
EQ,LogisticRegression(random_state=0)20,0.016591021778099818,-3.1086244689504386e-17,-3.552713678800501e-17,0.0202936801556123,0.0013822037453754675,0.01933712193447497,0.0024043632480262155,-8.881784197001253e-18,0.02670429840955029,-8.881784197001253e-18,0.0003981845226743719,-1.3322676295501878e-17,0.013699988557916001,0.0013211792974560056,0.005959037339334023,0.0036218009840191766,0.0007872153781608393,0.002750676989969065,-1.3322676295501878e-17,0.006000228841679664,0.0012189633471909244,0.002392158358442309,-8.881784197001253e-18,0.015825164956710765,0.0356962508104809,0.0073137800831457826,0.007251230024028325,0.009393188146000951,0.011379533925778985,0.022458522445554734,-1.7763568394002505e-17,0.00024562340287574534,0.001031313169838617,9.611350547310771e-05,0.021842175521568294,-3.1086244689504386e-17,-1.7763568394002505e-17,-3.0512223959977546e-06,0.011847896563560747,0.015217971699912227,0.12165986498340896,0.006636408711239894,0.015765666119989277,0.00034021129715088526,-6.407567031544215e-05,0.0036492619855829434,0.0009260459971776003,-8.881784197001253e-18,0.0012128609023989957,0.0001342537854227599,0.005196231740340948,0.042550821923032875,-3.552713678800501e-17,-1.3322676295501878e-17,-3.1086244689504386e-17,0.003421945917082998,0.001222014569586931,1.2204889583862234e-05,0.27516991494717563,0.000924520385979597,-3.552713678800501e-17
EQ,LogisticRegression(random_state=0)21,0.037348898193968555,-8.43769498715119e-17,-8.459163388820912e-06,0.06488009135896451,0.0024227043945352867,0.0013856109630756563,-0.00031468087806123534,-1.021405182655144e-16,0.0008915958211732012,-3.38366535559409e-06,0.004880937275303374,-1.6918326778503356e-06,0.011560292687053178,-7.444063782101384e-05,0.003832001015099498,0.016136700080361988,0.015079304656769361,0.060486401894852514,-6.767330711077158e-06,0.013959311424100087,8.28998012095683e-05,3.552848623263216e-05,-1.6918326778458949e-06,0.00017764243116346278,0.004334475320390707,0.048344118766653905,0.0031062047963455485,0.0028794992175273037,0.002069111364885905,0.008564057014761164,-9.325873406851315e-17,0.0006310535887999746,0.00860466099902712,0.0004940151419023841,0.0701196971619506,-3.3836653555674444e-06,-5.075498033337844e-06,-8.881784197001253e-17,-0.0002673095630843081,3.5528486232614396e-05,0.027488897348052217,0.07397876749989417,0.034371272681131756,0.002886266548238288,0.0026612528020977734,-0.00015903227170839252,0.013451761620775628,-9.769962616701378e-17,0.00545446855306003,6.936513978759606e-05,0.027343399737765867,0.0052937444486739335,-8.459163388838674e-06,-1.6918326778414539e-06,-6.767330711068276e-06,0.004726980501628284,0.02499682781372915,-1.3534661422083261e-05,0.061273104090005436,-0.00018948525990788222,-7.549516567451065e-17
EQ,LogisticRegression(random_state=0)22,0.0002608012568735418,1.7763568394002505e-17,3.1086244689504386e-17,0.028105263157894744,0.0046661429693637315,0.002637863315003952,0.0044037706205812994,4.440892098500626e-18,0.0180675569520817,1.7763568394002505e-17,0.005511390416339372,0.0,0.008988216810683465,0.002933228593872772,0.04983817753338575,0.01489552238805973,0.026988216810683453,0.09571720345640217,-4.440892098500626e-18,0.0024163393558523437,7.227022780833536e-05,0.0003424980361351304,-4.440892098500626e-18,0.028417910447761194,0.0011311861743912256,0.027558523173605683,-0.0010793401413982373,0.0007258444619010351,0.0005561665357423618,0.001483110761979587,0.0,-7.069913589944133e-05,0.09644147682639437,0.009525530243519272,0.0008499607227022832,1.7763568394002505e-17,2.2204460492503132e-17,1.3322676295501878e-17,-0.00021681068342496168,-0.000567164179104469,0.0015805184603299293,0.023299293008641035,0.030909662215239605,0.001395129615082502,0.003542812254516896,0.015374705420267101,-0.0004666142969363385,0.0,0.014391201885310316,-1.8853102906515317e-05,-0.0010652003142183509,0.014273369992144569,1.5710919088807173e-06,1.3322676295501878e-17,4.440892098500626e-18,0.010160251374705456,0.008637863315003953,1.7763568394002505e-17,0.00010997643362137488,-5.341712490178452e-05,8.881784197001253e-18
EQ,LogisticRegression(random_state=0)23,-0.00017362322210604742,-4.884981308350689e-17,-7.751036701226787e-06,0.04258109522148583,0.0009053210866952766,0.00026508545517955895,-0.0006557377049181223,-7.993605777301127e-17,0.018453668178118755,-7.105427357601002e-17,0.05415339301631585,-7.105427357601002e-17,0.009321396736813483,0.006317094911444325,0.012759756617447517,0.001001433941789638,0.017422780296864646,0.02746812386156642,-5.773159728050814e-17,0.013277525869084933,-0.00015812114870371373,0.00043405805526480545,-6.217248937900877e-17,0.012725652055962402,-0.0005890787892881377,0.013451149091190873,0.0038383133744137733,0.010268573421695088,0.006045808626903804,-0.00022633027167391352,-6.661338147750939e-17,0.00011936596519778852,0.02655970236019061,0.001179707785916313,0.08108669534550238,-6.217248937900877e-17,-7.993605777301127e-17,-1.0851451381705957e-05,0.018928031624229676,-0.00014726969732208772,0.009935278843545236,0.0001317676239196075,0.0034910669302018428,0.0013967368135487312,0.0037825059101654055,-6.975933031050819e-05,-0.00035499748091315285,-4.884981308350689e-17,0.006273689105917844,0.00011161492849663723,0.00013331783125986263,0.013537960702243845,-7.549516567451065e-17,-5.773159728050814e-17,-3.100414680541341e-06,0.007473549587257234,-4.650622020774264e-06,-1.8602488082839484e-05,0.02732395457892486,8.681161105289714e-05,-6.217248937900877e-17
EQ,LogisticRegression(random_state=0)24,3.2066698733990152e-06,3.552713678800501e-17,3.1086244689504386e-17,-0.0005804072470738575,0.006413339746673143,0.002191758858425561,-0.0004184704184703669,3.1086244689504386e-17,0.018949815616482336,3.552713678800501e-17,0.06742344075677414,3.9968028886505634e-17,0.015605258938592317,0.008536155202821924,0.0223569023569024,0.0003014269680936854,0.01307359307359314,0.018757415424082144,3.9968028886505634e-17,0.006222542889209595,0.0007423440756774768,0.0012393779060445986,3.9968028886505634e-17,0.013229116562449943,0.004986371653038359,0.013352573352573387,0.0031136764470098255,0.00991983325316665,6.894340227678875e-05,3.687670354342476e-05,8.881784197001253e-18,0.006766073432740156,0.07249799583132921,0.003546576879910277,0.02924162257495596,3.9968028886505634e-17,3.552713678800501e-17,1.4430014430057981e-05,0.03483245149911823,0.0010854577521244657,0.03507295173961846,0.0014991181657848917,0.003298059964726674,0.0018438351771685514,0.010234086900753621,0.020468173801507207,0.0007824274490941585,2.6645352591003756e-17,0.0018261984928652098,-4.970338303665667e-05,-0.00013949013949008827,-0.00021003687670348548,3.9968028886505634e-17,3.9968028886505634e-17,1.6033349367239324e-06,0.00019881353214691976,0.0029292929292929724,1.7763568394002505e-17,0.01856661856661861,0.00027898027898033196,3.552713678800501e-17
EQ,GaussianNB()0,0.0017842487373736216,0.0011979166666665543,0.0027422664141412943,0.0006613005050503684,-0.0006092171717172823,-1.104797979806449e-05,0.004401830808080658,0.0011474116161614934,0.0018166035353534315,0.0003267045454544393,0.0008530618686867397,0.005717329545454421,0.0015230429292928172,0.0001578282828281541,0.005290404040403937,0.0074100378787877695,0.004079861111111014,0.0011908143939392479,0.0022837752525251397,0.0011624053030302006,0.0023989898989897895,0.012186710858585772,-2.525252525262367e-05,0.0005871212121210867,-0.00016256313131323807,0.0002541035353533827,0.006758996212121118,0.0012697285353534139,0.0026317866161615112,0.0018339646464645254,0.00589488636363626,0.0002927714646463464,0.00123106060606049,9.07512626261564e-05,0.0008270202020200923,0.0035290404040402867,0.001049558080807973,0.0029687499999998712,-0.000625000000000111,0.0005011047979796856,0.0008980429292928038,-0.00036773989899001157,0.0012302714646463464,0.015913036616161506,0.00037878787878776966,0.0022143308080807113,0.0010606060606059443,-0.0005523989898990988,0.0003645833333332238,0.00207623106060594,0.00039457070707060726,0.0005516098484847332,0.0021141098484847064,0.0036284722222221077,0.0017219065656564503,0.0028243371212120084,0.0007465277777776436,0.0013683712121210822,0.0004292929292928127,0.0013817866161614889,0.001612215909090806
EQ,GaussianNB()1,-0.002043441938178856,0.004285714285714222,-0.000318295739348442,-0.0008872180451128653,-0.0013057644110276501,-0.0015881370091897073,0.0029365079365078683,-0.0011670843776107676,-0.0024644945697578223,-0.004079365079365167,-0.0013049289891395688,0.0016123642439431097,-0.0005597326649959112,-0.001642439431913183,-0.00251712614870518,3.3416875521341538e-06,-0.0007610693400167934,-0.0021378446115288964,0.011349206349206269,-0.0019030910609858687,0.001116123642439355,0.0018045112781954087,-0.00025563909774444226,-0.002474519632414447,-0.0017218045112782753,-0.0022456140350878197,0.0030568086883875534,-0.0015923141186299894,-0.0009674185463659635,-0.0016675020885547908,0.011243943191311527,-0.00020551378446123091,-0.0011169590643275874,0.0026457811194652513,-0.0023575605680869714,0.009790309106098509,-0.002496240601503841,0.009650793650793582,-0.002353383458646694,-0.0015455304928990098,-0.0011979949874687712,-0.0016198830409357478,-0.0014979114452799357,0.013452798663324904,-0.002882205513784535,-0.0003767752715121908,-0.0035881370091897045,-0.00011528822055145493,-0.0026775271512114386,0.002864661654135263,-0.0006315789473684985,-0.0013091060985798509,0.0064770258980784414,0.0014101921470341772,0.008055137844611452,-0.0008955722639934072,-0.0011119465329992595,0.0009565580618211378,-0.002310776942355952,0.0016708437761068762,0.005045948203842885
EQ,GaussianNB()2,-0.0007562393703279158,0.013442233912114854,0.002286912154412031,-0.0007894632757188979,0.0025621959419372597,-0.0007736423683898375,0.002217300162164286,0.0047628841514060745,0.00020171656844518714,0.0009619111656053203,0.0006613139263536461,0.008623185539690704,0.001436538385476398,0.0010394336115175972,-0.0008630304947988865,-0.0013511054858996285,0.0038887790214768582,0.0003195823280464971,0.011929755171459062,-0.0006098959775343315,0.000689000514179483,0.009849305857690957,0.0008092394098801491,-0.001246687497527983,-0.0004208361349523404,0.00010125380690581665,0.0018874342443539048,-0.00010837321520390742,0.0016651504963809583,-0.00030771664754973836,0.001901673060950042,0.001282284539018277,0.0003100897836490724,0.006671676620654181,-0.0004366570422813743,0.0060997508207095395,0.0018929715619190545,0.003053435114503795,4.034331368903299e-05,0.002161135941146215,-0.00012577621326583354,1.5820907328967238e-06,0.00012973144009805537,0.014941264881540932,-0.000768896096191134,-7.910453664461414e-07,-0.002483091405292126,-1.740299806195722e-05,-7.673140054582639e-05,0.0003029703753509949,0.0003456868251394196,-0.0009634932563382703,0.003831823755092332,0.004811137918759614,0.0054313174860578205,0.0014420757030415654,0.0005553138472491348,0.0037052564964600698,-0.00046513467547367517,-6.249258394968926e-05,0.012909860380492804
EQ,GaussianNB()3,-0.0014779974489796065,0.005136320153061211,0.002291932397959151,0.0015146683673469142,0.004386160714285676,-0.00021843112244900097,0.0008824936224489566,0.002763871173469363,0.0004910714285714013,0.0012109374999999733,-0.00043606505102042445,0.010623405612244872,0.0003196747448979265,-6.855867346942102e-05,-0.0003491709183674008,0.0017235331632652695,-0.00039301658163269247,-0.0001243622448979842,0.010796396683673416,-0.000994897959183696,0.0009701849489795577,0.008576211734693823,0.003716517857142838,0.0007708864795918169,0.00015465561224487612,-0.00017777423469391262,0.0074545599489795715,-0.00039142219387759523,0.001194993622448952,0.0006002869897958796,0.015727040816326535,0.0029544005102040403,-0.00018016581632657403,0.0024067283163264983,-0.0003125000000000355,0.010355548469387722,0.0016701211734693633,0.010003188775510173,-0.00033322704081634847,0.0007023278061224269,-0.00044164540816329814,0.0003356186224489388,0.000440848214285694,0.018316326530612204,-0.0004639668367347216,1.594387755075033e-06,-0.0006696428571428781,0.0008330676020407823,-0.0004544005102040849,0.002419483418367303,-0.0004312818877551283,0.0007589285714285587,0.002985491071428523,0.00189492984693874,0.010327646683673444,-0.0007748724489796243,0.00024394132653057898,3.985969387751975e-05,0.0006345663265305701,0.0008410395408162952,0.006171077806122436
EQ,GaussianNB()4,-4.0656887755097236e-05,0.003847257653061207,0.002971141581632648,0.0005676020408163307,1.9929846938753215e-05,0.0005213647959183687,0.0019475446428571352,0.002959183673469381,0.00031808035714284697,0.001973054846938771,0.00024713010204079565,0.00041932397959182577,0.0014253826530612112,0.0006154336734693633,-0.0006281887755102078,-0.000486288265306114,0.0011941964285714147,0.0016087372448979353,0.0047193877551020245,0.0019172512755101945,0.001855070153061198,-0.00028380102040818754,0.0023596938775510036,0.0009143813775509902,0.0006234056122448983,0.0005357142857142749,-0.0006648596938775642,0.0008737244897958973,-0.00041772959183675515,0.00010204081632653406,0.009408482142857121,-0.0008163265306122858,0.0011399872448979575,-0.00017857142857144126,0.00034757653061224137,0.006301020408163249,0.002096619897959142,0.011395089285714284,-0.0007812500000000177,0.000686383928571419,0.0008402423469387665,0.0008577806122448762,0.0009199617346938815,0.02264429209183672,0.00024075255102039782,3.1887755102024685e-05,0.002425063775510208,4.7831632652828305e-06,-0.0001977040816326614,0.003439094387755088,3.1887755102122383e-06,0.00010044642857140573,0.0020998086734693856,0.000536511479591808,0.009163743622448975,-0.0003858418367347216,0.0008896683673469274,0.001730707908163258,0.001358418367346923,0.0029241071428571176,0.0010291772959183775
EQ,GaussianNB()5,0.0009387274155536885,0.007349567949724949,0.003265514532600036,0.001959151610369063,-0.0006590730557738756,6.91280439904629e-05,0.005944226237234749,0.006886881382560745,2.749410840519495e-05,0.0017611940298506345,0.0006834249803612291,-0.000683424980361469,0.0022458758837390702,0.00018224666142955482,0.000853102906519907,-0.00010054988216822381,0.0015514532600155873,0.0013338570306361762,0.008290652003142057,0.00020424194815383601,0.0019269442262370973,0.001969363707776779,0.0016739984289079678,0.0014171249018066145,0.0009300864100548489,0.002267085624508911,0.0004948939512960271,0.0006912804399055971,0.00015082482325203371,9.976433621355251e-05,0.000765121759622791,0.0033173605655929706,0.0003676355066770043,0.0020534171249016932,0.0005655930871954728,0.00903299293008629,8.641005498692954e-06,0.011139041633935446,0.00017753338570293488,0.001330714846818406,0.0009245875883737931,0.001896307934014021,0.00026394344069113895,0.01549332285938715,-0.000311076197957707,0.001375490966221391,-0.00015082482325228685,-2.6708562451029926e-05,-9.112333071498836e-05,0.004227808326786983,0.0009968578161821417,0.0018193244304790745,0.005112333071484536,0.0027274155538097753,0.008278083267871036,0.0017336999214452576,0.0004744697564806355,0.0024163393558521884,0.0027046347211310538,0.0029984289080909974,0.006893951296150704
EQ,GaussianNB()6,0.0010895781159699024,0.018179156231939886,0.0025521094201502283,0.0004130225390098108,-0.0009061837796185834,0.00011481410132920367,0.0053168946253130175,0.01076324407628585,0.0006002696975534238,0.017894047389712946,0.0005902523598535625,0.00015950683875935569,0.0009254478905798358,0.0010063571566171926,0.001254478905798484,0.0013423232517819005,0.0003567713350028745,0.0008977075707955695,0.013776921595068336,0.0010803313427084893,0.0018832594875746178,0.008594875746484267,0.000771335002889586,-0.00027971489115779846,-0.00023425158928918054,0.00045155076093236437,0.003956077827008255,0.0007004430745520951,0.001619726449624328,0.001088036987093015,0.0018670776343671625,-0.0008137160470044558,0.001890194567520691,-0.0006626854170680296,-2.85108842227233e-05,0.013249084954729304,0.00016181853207470454,0.018872664226545936,-0.000511654787131608,0.0005910229242920017,0.00013022539009821532,0.0002311693315353125,0.003057599691774189,0.009508765170487377,0.0007805817761510081,0.0018393373145829139,-4.623386630742133e-06,0.00022654594490463696,0.0001032556347524416,0.007919861298401054,0.0002666152957040779,-0.0007212483143903014,0.006239260258139052,0.000826045078019626,0.015985359275669398,0.0034690811019071166,0.0010610672317472058,0.0012043922172991328,-6.010402619922583e-05,0.006635330379502955,0.01373608167983044
EQ,GaussianNB()7,0.00210621843434351,0.005409564393939461,0.0012089646464647386,0.0008349116161616932,0.0020612373737374677,0.0012357954545455297,0.006733743686868765,0.011317866161616248,0.000340119949495028,0.005142045454545508,0.0007859848484849508,0.009232165404040477,0.0026223169191920003,-0.00013494318181810349,-0.0010542929292928483,0.00140388257575764,0.00213147095959604,0.002062026515151585,0.005344854797979876,0.001604324494949565,0.00157907196969707,0.005149936868686949,0.003772095959596018,0.0006928661616162302,0.0010929608585859318,0.001373106060606153,0.004471275252525331,0.002184343434343501,0.0003874684343435142,-0.0002075441919190979,0.00619949494949501,-0.0013644255050504351,0.00235795454545463,0.0009998421717172334,0.0014015151515152358,0.006649305555555616,0.006905776515151598,0.008241792929293,4.41919191919915e-05,0.000521622474747554,0.00047032828282837167,0.0007678345959596733,0.0017219065656566635,0.013523516414141477,0.0011466224747475806,0.0018465909090909928,0.0010172032828283583,0.0022585227272727826,-0.0003219696969696262,0.0046101641414142015,0.00056581439393947,0.0005823863636364335,0.006940498737373826,0.0019515467171717926,0.0068947285353536045,0.002185132575757649,0.00171875000000008,0.002048611111111196,0.0013068181818182722,0.0032828282828283716,0.005071022727272809
EQ,GaussianNB()8,7.713884992980979e-05,0.006742247155991827,0.001499142901667403,0.0022697522206637987,0.0004301075268816801,0.0004324450677886471,0.0046166432912575495,0.0054371201496025545,0.00010285179990644266,0.003740844631447664,0.0023998753311515707,0.0002680380239987201,0.0011126694717157105,0.0005158173601370875,0.0003093345800217495,0.00023609163160348334,0.001499922081969709,0.00024544179523138253,0.018838242169237924,0.000905407511298053,0.0041296556023063015,0.0006638616175782408,0.002594670406732056,0.0004534829359513193,0.00024700015583601243,0.0004628330995791874,0.006872370266479604,0.0004355617889979158,0.003915381019167797,0.0002399875331151202,0.00900810347514409,0.0003810191678353769,0.0005532180146485288,0.00504441327723228,-0.0003677731026960229,0.014295621006700898,0.001832632071061191,0.014638460339722546,0.0011064360292971154,0.0013705781517842652,4.285491662766816e-05,0.0011485117656224952,0.0003459560542309026,0.011866916004363386,-0.00012622720897620176,0.0014375876577839496,0.0011820165186223486,0.0002703755649056516,-0.00022907900888270217,0.0035733208664484196,0.00245130123110481,0.0026499922081969275,0.007410004675081763,0.0011305906186691095,0.011428237494156095,0.004647810503350427,0.002545582047685779,0.003260090384915002,0.0017056256817827053,0.002116253701106392,0.008394888577216717
EQ,GaussianNB()9,-0.0005409362357927794,0.01199229435561541,0.007114621460219537,0.001376998651512169,0.0003929878636100126,0.0013053361587362078,0.013791562319398917,0.00508110190714691,0.0010094394143709629,0.006045848584087774,-0.0006395684839145632,-2.9281448661246935e-05,0.0037757657484106177,0.0012876131766518162,0.00014717780774408773,0.001976497784627149,0.0019348873049507853,5.393951069150749e-05,0.023630899633981822,0.0022115199383547736,0.0034174532845308602,0.005326911963012782,0.001208245039491347,0.0012198035060681134,-0.0011065305336159393,0.0005933346176073062,0.0013168946253129742,0.0006488152571758165,-0.0012945482565980403,-0.00033904835291858503,0.006642265459448921,0.0003228664997109165,0.0006418801772297655,0.0016644191870544356,-0.0002727798112117874,0.023912155654016477,0.001402427277981042,0.022884993257561114,-0.00020419957618961426,0.0013161240608745351,-0.0006357156617223003,0.0009007898285493487,0.000633403968406796,0.016208822962820155,-0.0013168946253131208,0.003915237911770286,0.002759391254093546,0.0010287035253322152,-0.00032826045078027555,0.0061968792140242,-0.00033134270853406365,0.0012082450394913734,0.0048822962820264946,0.0022592949335387314,0.018869581968792085,-0.0002704681178964341,-7.551531496827302e-05,0.004191870545174288,0.001704488537853921,0.0025736852244268205,0.011281063378925009
